Image,F1,Jaccard,Recall,Precision
162.png,0.963855421686747,0.9302325581395349,0.9370424597364568,0.9922480620155039
2372.png,0.5750000000000001,0.40350877192982454,0.8980952380952381,0.4228699551569507
1475.png,0.0,0.0,0.0,0.0
2216.png,0.8418418418418419,0.7268798617113224,0.756975697569757,0.9481397970687712
873.png,0.765432098765432,0.62,0.6378600823045267,0.9567901234567902
1094.png,0.617283950617284,0.44642857142857145,0.44642857142857145,1.0
3060.png,0.825405707890319,0.70271557884707,0.7331013916500994,0.9443021766965429
1638.png,0.9494438827098077,0.9037536092396535,0.9740663900414938,0.9260355029585798
1748.png,0.9190751445086706,0.8502673796791443,1.0,0.8502673796791443
947.png,0.9065817409766455,0.829126213592233,0.830739299610895,0.9976635514018691
1374.png,0.9078014184397162,0.8311688311688312,0.9552238805970149,0.8648648648648649
1671.png,0.0,0.0,0.0,0.0
2296.png,0.0,0.0,0.0,0.0
174.png,0.9399435711406691,0.8866920152091254,0.9073929961089494,0.9749163879598662
1868.png,0.0,0.0,0.0,0.0
2867.png,0.924682099771764,0.8599151000606429,0.9310571240971767,0.9183937823834197
1602.png,0.9577922077922079,0.9190031152647975,0.944,0.9719934102141681
1093.png,0.5891891891891893,0.41762452107279696,0.41762452107279696,1.0
660.png,0.9700061211997553,0.9417591125198098,0.9611807521229276,0.978995057660626
